ip,hits
159.65.91.121,4
45.82.78.254,76
206.168.34.141,24
198.235.24.118,34
91.196.152.162,8
91.196.152.148,27
120.61.64.46,7
154.212.141.5,32
159.65.29.59,21
68.183.86.147,136
47.251.86.18,18
5.62.43.150,6
152.32.142.75,4
206.189.57.162,77
71.178.190.126,114
159.223.21.31,204
20.65.177.158,11
47.88.29.96,21
152.32.74.39,5
147.185.132.75,28
20.169.105.51,6
125.72.54.155,72
75.118.116.129,86
198.235.24.105,36
218.46.21.174,4
193.163.125.86,5
147.185.133.247,22
198.235.24.91,55
73.134.144.94,35
157.148.123.245,6
180.190.196.94,38
159.242.227.113,6
67.188.181.159,2
141.239.142.31,64
20.65.216.44,2
165.154.136.218,8
172.105.197.151,12
206.168.34.72,22
68.94.177.104,106
162.142.125.139,24
43.240.222.236,10
91.196.152.42,52
20.65.192.71,10
142.126.97.41,20
136.56.49.190,8
40.124.185.213,9
143.42.1.191,8
108.253.149.137,223
118.194.249.8,4
167.94.146.49,88
91.196.152.154,54
35.203.210.73,20
35.203.210.206,28
157.0.0.10,26
147.185.133.195,5
45.156.129.106,6
165.154.172.200,4
185.200.116.71,6
159.242.227.97,6
40.76.116.231,4
35.203.210.215,28
198.235.24.206,34
194.0.234.107,36
35.203.211.156,15
101.36.114.124,6
193.163.125.101,4
76.14.214.216,12
147.185.132.66,27
103.149.26.230,6
185.242.226.39,66
180.232.177.162,3
45.156.129.105,4
34.38.6.152,36
34.126.86.119,2
196.251.90.139,2
34.79.135.67,20
205.210.31.252,36
198.235.24.125,36
176.65.148.156,159
167.94.146.30,61
108.2.101.139,165
152.32.207.124,9
20.163.15.165,13
185.226.197.58,9
176.65.148.50,29
184.58.3.121,66
5.62.43.191,6
193.163.125.102,5
190.202.190.116,4
167.94.138.171,126
45.95.146.59,286
167.94.138.166,42
195.230.103.244,10
172.58.124.122,600
64.62.156.66,78
64.62.156.74,7
64.62.156.68,4
206.168.34.39,27
47.250.55.97,30
97.89.164.247,353
206.168.34.163,32
159.242.227.2,6
162.142.125.84,28
188.59.134.88,2
196.251.66.32,8
72.190.55.128,2
147.185.132.53,8
202.112.47.54,46
198.235.24.99,23
89.187.166.19,21
118.193.32.88,2
40.124.179.252,17
108.70.138.55,331
193.32.176.123,48
78.128.112.211,107
52.165.80.115,4
193.163.125.82,2
24.35.96.153,72
76.251.38.175,312
104.10.189.99,141
20.83.150.53,6
8.222.137.9,10
73.155.35.35,27
60.13.138.140,2
120.36.16.241,2
182.88.236.85,2
36.106.167.155,2
220.250.11.18,2
175.30.48.66,2
221.11.20.174,4
60.204.238.153,9
81.29.134.51,929
206.168.34.156,36
116.1.149.196,8
167.94.138.118,18
20.168.7.10,12
5.62.43.203,6
20.168.0.134,5
87.251.78.35,3
212.41.6.98,357
162.216.150.69,11
35.203.210.53,17
175.30.48.250,5
75.217.216.176,159
60.13.138.188,2
193.163.125.97,10
178.75.16.68,3
195.184.76.102,9
205.210.31.56,31
195.184.76.205,8
195.184.76.162,12
71.6.199.23,163
118.212.122.231,2
70.139.55.246,29
162.216.149.51,18
123.245.84.143,3
150.255.253.48,2
61.167.255.92,4
91.196.152.217,22
91.196.152.218,27
193.32.162.157,1232
64.62.156.172,70
64.62.156.178,12
14.103.122.180,7
64.62.156.174,10
45.33.41.118,7
205.210.31.217,33
193.163.125.78,8
136.144.43.123,201
87.121.84.34,127
162.216.150.125,39
89.187.166.26,9
73.242.243.7,128
45.156.129.57,7
167.94.138.122,73
167.94.138.105,36
65.49.20.68,121
45.33.83.115,12
120.57.120.164,7
68.184.44.129,87
64.62.197.73,11
162.142.125.142,26
20.64.104.143,9
198.235.24.253,52
159.242.227.129,6
196.251.112.98,86
102.213.204.78,2
147.185.132.169,14
91.230.168.101,31
35.203.211.182,23
92.126.225.126,5
70.188.232.186,214
195.184.76.169,30
117.208.109.142,6
184.105.247.224,6
35.203.211.193,28
71.150.226.103,146
5.62.43.129,6
205.210.31.68,28
211.251.62.49,4
40.76.117.18,6
74.82.47.5,94
76.133.179.201,46
104.182.145.155,103
152.32.200.213,12
74.82.47.9,6
91.230.168.106,53
73.179.238.163,97
67.200.203.2,66
117.200.122.245,55
73.204.39.74,175
162.142.125.121,32
104.234.53.31,37
117.192.81.254,4
64.62.197.205,6
91.230.168.11,14
91.196.152.112,27
91.196.152.116,32
202.162.249.8,2
91.230.168.10,12
91.231.89.211,48
129.222.84.39,45
35.203.210.225,26
167.94.138.154,33
65.49.20.92,8
20.118.224.96,9
196.251.87.129,6
172.119.82.249,75
35.203.210.162,20
45.131.155.253,1900
165.154.174.108,4
77.234.43.176,6
101.36.102.26,8
185.187.171.1,12
148.75.236.64,177
193.163.125.105,10
91.196.152.50,53
68.14.84.195,243
129.222.194.77,24
64.62.156.182,73
198.235.24.180,13
20.127.186.138,9
91.230.168.29,13
164.92.166.173,8
64.62.156.186,10
99.67.67.87,118
167.94.138.42,46
45.249.209.178,2
196.251.70.2,189
45.51.154.57,105
196.251.117.96,191
196.251.117.56,79
165.154.104.103,8
196.251.70.158,110
20.65.194.40,12
196.251.70.226,156
195.184.76.93,9
195.184.76.245,16
196.251.117.97,194
196.251.117.175,98
196.251.69.204,203
196.251.117.109,191
196.251.118.56,200
196.251.83.12,253
196.251.117.139,80
205.210.31.164,22
196.251.117.125,133
196.251.117.119,107
196.251.70.179,119
196.251.70.209,135
196.251.80.133,192
35.203.210.81,26
196.251.117.140,124
196.251.69.61,160
196.251.71.66,261
162.142.125.112,41
196.251.70.207,132
167.94.138.163,47
206.168.34.173,32
196.251.117.61,127
196.251.117.116,108
196.251.117.154,181
147.185.133.11,24
159.242.227.51,6
196.251.117.85,187
20.65.193.121,7
196.251.117.99,166
196.251.117.168,188
196.251.117.155,174
206.168.34.130,36
196.251.117.84,189
196.251.70.205,133
162.216.150.238,17
196.251.117.144,187
196.251.117.72,181
73.103.22.239,72
196.251.72.124,92
198.235.24.155,4
91.196.152.166,4
196.251.117.48,150
196.251.117.120,134
196.251.117.93,192
91.196.152.165,8
35.199.48.17,2
35.240.29.255,23
196.251.117.172,183
196.251.117.74,187
198.55.98.121,8
196.251.117.78,175
20.150.201.163,8
196.251.118.250,193
159.242.227.156,6
196.251.117.83,170
196.251.113.8,71
196.251.117.124,111
196.251.66.209,113
152.32.215.224,6
91.231.89.118,28
196.251.70.218,148
196.251.71.254,266
135.125.74.11,2
147.185.132.10,18
196.251.117.94,195
196.251.117.95,182
162.142.125.128,45
162.216.149.8,16
162.216.149.248,26
104.10.55.66,20
196.251.87.5,170
162.216.149.153,8
196.251.70.180,115
196.251.73.108,190
96.40.209.185,192
64.62.156.197,12
196.251.117.186,108
47.215.20.39,344
64.62.156.192,82
196.251.69.225,189
,0
196.251.86.171,190
196.251.70.93,135
196.251.70.186,116
196.251.117.8,167
198.235.24.12,35
196.251.117.63,110
196.251.117.79,173
218.88.68.244,2
35.203.210.166,35
196.251.118.30,191
91.196.152.20,38
77.234.43.172,9
144.253.14.26,172
196.251.71.97,218
162.216.149.159,9
196.251.117.160,187
76.97.243.51,102
35.203.211.179,19
199.45.154.189,49
196.251.117.87,181
196.251.117.73,187
108.93.225.105,20
196.251.71.250,275
196.251.73.200,153
196.251.117.77,183
196.251.117.159,170
149.248.44.88,24
205.210.31.199,37
196.251.117.80,177
167.94.138.152,50
196.251.73.96,186
162.142.125.44,52
196.251.117.134,143
196.251.117.153,162
107.77.204.54,8
159.65.53.50,136
196.251.117.128,116
162.216.150.249,16
20.64.104.78,6
206.168.34.127,80
196.251.72.211,178
196.251.71.119,259
167.94.146.76,20
196.251.117.143,96
184.105.247.252,64
162.216.149.41,22
91.196.152.58,54
159.242.227.105,6
152.32.245.196,8
196.251.116.162,573
20.65.193.188,10
66.240.236.109,60
38.240.69.255,51
196.251.117.64,87
196.251.70.159,114
196.251.117.130,131
196.251.117.156,169
143.42.1.52,10
204.60.11.207,127
184.105.247.238,24
72.177.168.121,105
106.75.9.58,28
106.75.136.53,8
162.216.149.174,24
196.251.70.249,139
66.41.201.192,64
196.251.70.198,124
193.111.198.57,4
196.251.84.237,128
71.90.98.178,354
64.62.197.59,6
5.62.43.173,16
24.8.64.163,115
172.202.117.179,12
196.251.66.196,105
196.251.70.132,105
47.237.116.120,19
196.251.70.157,111
135.26.124.0,205
196.251.70.222,103
198.235.24.40,14
196.251.66.198,99
205.210.31.75,35
24.100.9.173,106
196.251.70.171,103
196.251.84.157,118
196.251.117.169,77
162.216.149.138,12
196.251.70.134,106
76.97.116.49,104
91.231.89.13,23
162.142.125.233,34
159.242.227.120,6
20.169.105.38,4
59.178.26.173,2
170.106.192.208,11
121.166.171.249,6
71.82.133.187,54
47.153.248.191,384
72.109.4.223,61
35.203.211.12,22
201.93.161.174,5
167.99.81.171,2
143.42.1.123,12
172.105.128.13,31
205.210.31.47,26
103.120.44.102,6
206.168.34.155,31
205.210.31.194,25
162.142.125.34,131
206.168.34.85,43
47.13.251.202,42
69.132.221.148,110
147.185.133.117,30
217.28.130.85,10
37.19.220.195,22
20.163.61.136,12
20.169.107.229,11
167.94.138.101,33
195.252.198.18,16
147.185.133.123,15
109.197.82.151,9
73.184.121.90,88
147.185.133.131,25
83.3.151.42,4
198.235.24.171,10
64.227.157.250,2
91.230.168.13,10
195.184.76.95,12
196.251.114.82,17
195.184.76.129,15
5.62.43.135,6
67.180.226.110,316
48.216.243.233,5
20.168.12.169,48
91.231.89.207,25
91.231.89.116,36
162.142.125.214,120
91.230.168.12,12
35.203.210.129,18
91.230.168.15,11
35.203.210.164,10
185.242.226.154,385
172.56.226.243,36
118.193.47.212,2
47.250.133.132,27
165.154.10.175,12
52.146.88.130,6
196.251.117.118,90
5.62.43.192,18
142.113.145.42,172
72.181.23.168,24
196.251.87.74,313
195.184.76.2,57
50.49.128.177,308
206.168.34.118,41
147.185.132.128,12
80.82.77.202,474
35.203.211.90,4
8.221.138.135,22
159.242.227.158,6
183.99.122.140,6
167.88.164.63,16
176.65.149.178,40
45.156.129.128,2
185.242.226.28,91
196.251.70.19,85
206.168.34.159,34
167.94.138.128,28
103.170.173.26,560
107.150.103.88,12
183.160.195.118,2
116.167.6.51,2
107.150.117.219,17
59.173.134.34,4
182.119.231.58,2
183.56.243.176,91
195.184.76.141,20
140.206.195.60,3
218.104.149.66,2
195.184.76.214,14
196.251.117.112,93
206.168.34.132,38
107.13.165.119,52
101.126.4.240,2
167.94.145.82,17
76.123.51.224,158
196.251.85.238,192
162.216.149.214,2
167.94.138.123,56
59.184.191.228,4
195.184.76.10,61
47.89.254.25,9
118.193.58.180,10
35.203.210.120,36
184.187.177.7,86
186.91.213.85,4
,0
172.104.93.159,10
50.159.224.61,161
35.203.210.219,4
35.146.236.191,143
205.210.31.181,22
91.231.89.119,23
162.216.150.30,19
37.46.115.48,2
68.183.175.201,6
35.203.210.79,14
67.8.249.32,210
195.184.76.98,55
198.235.24.244,19
138.74.158.207,46
45.33.33.184,49
184.105.247.231,2
91.231.89.112,25
184.105.247.195,46
74.73.51.32,95
147.185.132.159,62
195.184.76.26,64
204.76.203.80,78
69.153.14.13,16
45.249.244.136,12
190.123.74.50,115
196.251.117.219,75
20.163.57.193,18
47.79.20.2,4
167.94.138.120,77
5.62.43.188,6
59.92.80.75,3
89.248.173.219,51
73.14.111.179,14
162.216.150.184,14
162.216.150.151,30
35.203.211.58,18
45.150.130.251,11
147.185.133.89,25
91.196.152.186,30
159.242.227.117,9
146.88.240.100,2
196.251.70.16,60
196.251.117.114,56
206.168.34.128,37
47.88.23.226,18
35.203.211.41,42
45.142.193.107,8
47.248.128.152,177
167.94.138.204,61
184.105.247.210,13
196.251.70.87,49
71.6.232.22,8
162.142.125.81,20
162.216.150.239,17
167.94.145.30,37
73.206.49.213,62
162.142.125.35,28
61.65.40.236,2
162.216.150.245,15
167.94.138.102,42
157.245.64.183,2
185.47.172.136,64
91.231.89.2,39
91.231.89.1,38
196.251.117.111,84
167.94.146.65,10
167.94.145.106,36
89.248.165.136,3873
196.251.70.7,82
20.40.250.17,20
196.251.70.38,77
196.251.117.122,66
35.203.210.254,12
196.251.117.179,80
179.191.16.26,85
150.107.36.236,74
162.216.149.128,23
193.163.125.106,4
157.230.2.34,267
205.210.31.41,37
20.150.202.233,4
174.138.45.146,36
20.118.227.29,4
167.172.153.6,229
147.182.221.243,255
18.220.154.78,333
80.82.77.33,140
64.62.197.152,96
65.49.1.205,6
189.39.179.23,7
162.216.149.70,28
184.57.240.205,287
35.203.211.137,39
64.62.197.162,8
198.30.25.2,39
207.167.66.226,198
64.62.197.160,12
167.94.138.159,44
162.142.125.93,30
141.98.11.174,3
198.235.24.25,2
162.142.125.200,30
64.62.156.154,2
147.185.132.127,13
206.168.34.91,62
45.119.86.200,14
205.210.31.162,33
198.23.174.34,63
167.94.146.17,39
167.94.145.99,150
64.62.197.119,2
206.168.34.136,32
176.65.150.109,30
71.6.232.20,12
89.248.165.135,4180
20.65.145.247,12
118.193.59.10,8
3.131.215.38,2074
162.216.150.4,39
216.77.46.108,16
67.241.182.219,279
45.10.175.246,2461
64.62.197.134,6
78.153.140.224,552
173.255.223.115,4
45.43.63.219,6
157.230.8.75,38
167.94.145.97,100
71.6.232.28,12
195.184.76.156,15
205.210.31.251,15
195.184.76.155,5
206.168.34.138,36
172.56.201.223,38
128.14.231.118,6
101.51.249.6,2
193.163.125.99,4
192.81.131.133,2
129.222.0.110,53
206.168.34.82,49
198.235.24.254,26
199.45.154.186,24
35.203.211.222,14
162.225.126.61,200
40.131.135.134,97
162.142.125.86,21
65.49.1.50,8
167.94.138.45,58
65.49.1.47,31
165.154.18.108,4
74.94.206.86,39
162.216.150.222,18
98.97.44.87,6
137.103.186.204,170
216.10.247.13,40
95.164.168.2,242
162.216.149.120,31
147.185.132.237,27
195.184.76.146,57
91.230.168.206,4
101.36.106.78,12
91.230.168.204,15
142.198.174.133,12
196.251.91.17,4
65.49.1.24,67
35.203.210.93,19
65.49.1.27,6
167.94.145.26,42
35.203.210.249,15
167.94.145.100,159
47.251.92.120,37
147.185.132.189,49
152.32.219.102,13
198.235.24.101,26
162.216.150.11,31
205.210.31.226,26
20.163.39.86,15
135.237.124.26,16
205.210.31.6,8
193.163.125.83,4
152.32.245.44,4
47.133.110.29,62
159.242.227.13,7
147.185.132.178,45
147.185.133.134,10
91.231.89.115,22
65.49.1.132,77
162.142.125.203,45
65.49.1.140,6
147.185.133.151,23
195.184.76.154,59
147.185.132.144,45
74.82.47.35,8
159.242.227.130,6
74.82.47.3,55
123.203.100.116,2
20.65.195.117,14
198.235.24.23,2
20.168.0.84,10
24.11.33.59,217
147.185.132.236,20
205.210.31.235,26
77.90.185.47,28
91.189.91.83,20
,0
91.231.89.82,32
147.185.132.79,34
20.163.2.151,4
162.216.150.164,14
74.136.118.184,10
65.49.1.197,7
15.235.189.146,25
167.94.138.149,34
206.168.34.46,58
162.216.150.39,23
159.242.227.34,6
18.65.229.113,4
185.125.190.81,7
167.94.138.198,37
74.235.107.35,4
97.180.230.174,74
185.125.190.24,3
54.171.230.55,2
162.142.125.140,30
196.251.117.173,132
193.163.125.90,4
205.210.31.241,16
194.180.49.216,1223
45.165.4.78,3
35.203.211.4,9
106.75.188.200,93
91.196.152.187,17
185.200.118.79,6
147.185.133.238,20
91.196.152.87,8
91.196.152.57,6
35.203.211.87,23
172.208.24.40,10
5.62.43.237,6
72.83.194.131,136
167.142.203.62,127
20.51.245.30,4
24.111.214.159,142
35.203.210.170,17
176.65.148.70,45
35.203.210.23,9
101.36.106.134,4
206.168.34.53,52
45.138.16.35,13
65.49.1.22,8
93.174.93.12,127
144.86.130.56,94
147.185.133.17,13
135.131.65.127,184
65.49.1.12,11
70.188.46.21,50
71.6.232.26,18
35.203.211.205,27
135.237.124.61,4
71.6.135.131,232
107.116.89.114,36
205.210.31.234,30
172.206.224.34,6
184.105.247.248,9
184.105.247.196,68
128.203.201.155,16
69.11.248.78,117
184.105.247.228,6
172.56.25.6,84
170.187.165.130,8
43.135.134.127,5
222.186.13.130,30
92.17.55.253,2
206.168.34.158,26
89.36.208.184,2
91.196.152.146,63
152.32.247.23,10
103.56.61.130,24
196.251.112.161,58
8.211.51.146,41
204.76.203.198,68
165.154.11.37,8
159.242.227.18,6
89.248.165.71,98
167.142.22.148,60
162.216.150.84,23
74.82.47.16,2
198.235.24.147,17
195.184.76.148,19
195.184.76.83,8
106.75.189.197,122
35.203.211.226,33
198.235.24.95,18
147.185.132.43,41
205.210.31.92,27
65.49.1.168,6
20.65.194.16,17
8.10.181.142,97
159.242.227.126,9
45.156.129.137,91
45.156.129.138,74
45.156.129.136,51
45.156.129.139,64
72.185.122.5,168
152.32.158.96,6
167.94.138.200,49
66.240.219.146,85
206.168.34.49,74
198.235.24.223,48
47.74.45.14,9
167.94.138.148,55
5.167.76.48,378
198.235.24.98,32
91.231.89.132,23
35.203.211.38,25
204.111.126.9,12
147.185.132.118,26
167.94.138.192,36
194.180.49.70,1313
147.185.132.60,34
89.187.166.17,6
128.14.236.128,4
162.216.149.7,25
205.210.31.192,31
185.93.89.78,44
162.142.125.132,35
118.193.59.151,8
76.123.176.20,64
162.142.125.83,20
185.196.9.120,22
73.46.20.141,59
45.141.215.45,96
147.185.132.246,43
128.1.33.94,10
198.58.109.72,49
73.31.1.34,46
162.142.125.207,47
20.171.27.90,12
167.94.145.104,86
167.94.138.121,32
198.235.24.114,41
205.210.31.58,48
103.45.246.42,54
185.242.226.20,47
108.193.57.240,125
20.65.194.47,14
167.94.138.98,24
152.32.162.60,14
108.246.105.96,166
139.59.91.235,10
152.32.181.108,10
162.216.150.211,21
79.127.148.153,18
176.65.148.85,31
162.216.149.25,22
198.235.24.51,45
65.49.1.195,4
,0
14.155.180.166,15
20.65.154.83,4
86.186.192.150,4
68.183.142.250,54
35.203.210.153,9
47.210.82.98,8
206.168.34.204,17
138.68.153.47,50
79.127.148.149,9
199.45.154.177,27
54.247.62.1,4
65.49.1.119,8
71.58.105.85,74
91.231.89.210,40
164.177.4.21,75
50.4.186.135,38
5.253.84.42,134
52.165.81.253,28
147.185.132.106,41
45.148.10.215,34
152.32.165.32,18
65.49.1.113,6
167.94.146.25,44
103.69.96.221,45
167.94.145.101,103
79.127.148.143,30
162.216.150.34,31
162.216.149.52,11
172.203.244.252,2
34.139.95.208,7
107.3.11.222,134
46.110.38.142,46
172.59.226.196,379
91.230.168.193,13
91.230.168.247,14
162.216.150.192,10
196.251.88.95,84
196.251.117.207,59
103.20.102.84,37
205.210.31.195,12
167.94.138.170,77
147.185.132.203,21
167.94.145.87,19
31.16.75.240,2
106.75.190.150,102
206.168.34.89,59
198.235.24.221,38
162.142.125.229,38
116.62.167.172,20
35.203.210.108,9
71.6.167.142,89
66.228.40.98,6
98.97.154.61,134
206.168.34.83,32
170.203.112.120,122
198.235.24.245,9
47.254.245.119,9
71.6.134.232,145
97.67.246.92,2
198.235.24.45,18
45.135.194.11,56
77.110.122.43,6
79.127.148.161,24
64.217.153.1,18
79.127.148.156,19
91.196.152.121,35
112.166.251.88,7
13.52.235.96,6
78.58.148.63,2
20.163.15.154,4
35.203.210.135,2
106.75.169.149,139
20.65.194.61,12
8.211.46.83,48
162.142.125.116,84
167.94.138.139,18
35.203.211.74,26
79.127.148.151,24
20.65.194.77,24
106.75.157.47,132
206.168.34.52,108
45.36.188.6,253
70.190.177.106,22
199.45.154.127,49
73.49.210.156,75
135.237.126.99,4
206.168.34.140,30
64.62.197.77,63
64.62.197.86,6
162.216.150.120,23
79.127.148.165,25
199.45.154.190,42
64.62.197.88,4
202.62.47.94,3
202.79.48.137,2
216.218.206.69,48
80.244.14.2,42
136.56.40.202,157
20.64.106.41,12
162.33.199.199,167
195.184.76.124,15
216.218.206.93,6
165.154.12.139,4
206.168.34.193,12
147.185.132.82,43
79.127.148.171,12
162.216.150.212,15
67.82.95.56,84
207.90.244.15,382
91.196.152.24,16
20.171.8.42,11
152.32.158.98,10
121.173.83.135,6
71.6.233.201,2
37.36.57.111,4
50.115.95.44,47
101.51.134.156,7
14.245.244.30,6
81.159.121.187,2
101.36.121.72,4
65.49.1.115,8
65.49.1.110,6
91.231.89.117,33
65.49.1.209,10
65.49.1.202,67
71.6.146.185,59
184.105.139.90,7
20.163.32.78,7
65.49.1.211,18
184.105.139.70,86
184.105.139.94,4
106.75.186.101,115
147.185.133.118,16
79.127.148.131,24
196.251.66.3,361
67.180.200.122,6
35.203.210.154,16
199.45.154.183,40
91.231.89.114,19
20.65.194.122,10
79.127.148.136,27
65.254.80.115,14
165.154.187.159,10
194.180.49.167,6
167.94.145.17,38
190.72.85.114,4
196.251.91.86,38
20.14.81.42,10
45.249.246.196,15
86.54.31.32,193
206.168.34.79,33
205.210.31.96,27
196.251.118.80,20
185.156.73.234,444
72.24.141.57,33
128.1.38.37,6
206.168.34.165,26
35.203.211.245,27
175.195.195.52,6
91.230.168.28,18
79.127.148.169,13
91.230.168.16,10
206.168.34.139,28
64.62.156.161,8
35.203.210.148,20
99.73.131.197,182
205.210.31.107,30
216.196.188.226,101
205.210.31.211,36
79.127.148.147,21
76.133.78.204,275
152.32.238.83,12
